ID,Year,UA,obesity,popCount,10301,"Violent crime - violence offences per 1,000 population",22401,90356,90360,90637,92309,92310,92899,92924,93111,93350,93351
1745,2011,YH14,427,2198,5.720280665,7.183061532,2151.423874,10.76530005,14.09227347,0.477214757,20.58288284,17.22931518,25.33470465,9.038061004,4.512499181,19.95361162,344.9384893
1746,2012,YH14,472,2173,6.249159958,6.678192851,1946.342782,9.598252647,21.83645478,0.392188468,20.54780564,17.72509679,22.14770619,8.809402992,4.664292084,18.83499623,363.6282168
1747,2013,YH14,481,2368,5.166308176,7.848334997,2320.397893,9.029786975,19.95277315,0.914371863,20.47023602,18.01062657,19.85705105,9.963091186,4.552977288,16.80115007,371.0442474
1748,2014,YH14,326,1860,5.396951576,10.11075446,2801.14775,11.11863365,27.20768781,1.574596475,20.33718518,18.32812977,20.45461326,9.219574075,4.674411611,17.51299622,373.1061035
1749,2016,YH14,498,2625,5.060795454,20.42056671,2758.65174,12.02318563,39.37737596,2.014099641,20.16666584,18.73233151,23.74120542,7.849846965,5.048834106,24.83484242,379.1919044
1750,2017,YH14,505,2701,5.288181583,28.43428466,2895.338733,10.54451798,39.56133131,2.702957427,20.17435504,18.94343219,24.77034034,6.724021734,5.119670794,21.17391932,388.037932
1751,2011,YH15,64,484,4.860403959,6.462057428,1940.026042,10.69320493,23.31725983,0.544424332,19.12867661,17.19966543,19.85705105,6.305269667,8.023975013,28.3940732,390.3824619
1752,2012,YH15,69,488,5.405821032,6.506727185,2109.428025,10.59108093,27.32967455,0.611587538,18.97761221,17.8960384,20.45461326,6.422677732,7.001902796,8.970842332,375.367494
1753,2014,YH15,79,474,4.725408573,8.359146048,1844.29882,14.97443743,29.15731917,1.130652711,18.84089246,19.34424956,22.2472999,6.702114984,7.720389206,24.22468857,385.2943333
1754,2015,YH15,54,401,4.474263688,10.20298728,1492.35986,12.09961963,11.93653202,1.284679874,19.02409932,19.80381318,23.94039283,5.755985674,7.204293334,25.13991934,396.2188448
1755,2016,YH15,94,455,4.555754911,10.98317121,1683.873588,9.361583863,27.03131802,1.5451319,18.64601743,19.93690268,25.00272565,6.01179998,6.900707527,29.10591936,386.873981
1756,2011,YH16,598,3048,5.423446916,11.36803771,2259.61502,9.229052683,13.39537609,0.879736048,20.50544321,16.85770357,23.24323692,9.421277699,5.696483827,20.25868855,332.1350283
1757,2012,YH16,579,2876,5.524849954,10.09806318,2008.146952,9.180516352,20.77599667,0.977713923,20.4110136,17.4441706,21.45055028,9.566952538,5.463734709,18.02145776,336.4582749
1758,2013,YH16,568,2850,4.920667356,9.90022382,2115.296071,8.504250845,17.65174854,1.057769827,20.42815189,17.79902893,21.64973769,10.68278345,5.483973763,18.93668854,361.4998492
1759,2014,YH16,616,3315,5.038099446,12.27568744,2163.55549,10.09671281,29.29341846,1.625414021,20.39647658,18.2001838,22.94445581,9.256926598,5.6863643,19.6485347,352.221497
1760,2017,YH16,753,3671,5.458815375,34.3079128,1957.303084,9.361583863,28.33583788,2.962499958,20.56779292,18.63630787,20.58740487,7.307528713,6.070906322,17.61468853,386.2088662
1761,2013,YH17,509,2972,4.858362379,12.39497152,2392.073658,9.671224729,11.48603031,1.584902631,20.92822046,17.71237517,23.84079913,10.17993772,4.765487353,22.1908424,347.0668568
1762,2014,YH17,620,3096,4.985479069,14.28205763,2272.015781,11.41448144,25.20840151,2.138585946,20.94606451,18.04162138,23.74120542,9.802071527,4.917280257,20.15699624,361.4333378
1763,2015,YH17,638,3267,5.205600541,17.79794695,2461.584177,11.15248465,23.27027605,2.250810377,20.91995393,18.22945836,23.11044531,8.029139075,5.423256601,21.37730394,355.7798615
1764,2011,YH18,877,4473,4.719495148,9.191673801,2247.353528,11.29253555,14.45723339,0.676050824,22.4058065,15.17025864,25.93226686,8.87320514,5.291702752,19.6485347,355.1147466
1765,2012,YH18,856,4632,4.919926116,8.246073859,2031.427014,11.79430433,15.25961691,0.874474184,22.38868497,15.71361667,25.33470465,8.414071966,5.099431741,19.24176546,356.7110223
1766,2014,YH18,981,5025,4.433812795,11.38373889,2239.323829,11.42129553,24.2438639,1.536147032,22.36918966,16.4821835,24.33876764,8.171583426,5.180387956,19.54684239,362.7635675
1767,2015,YH18,1069,5195,4.472520456,17.79765999,2123.084191,13.77246858,17.41612773,1.963710261,22.31459734,16.73891581,26.86180808,6.865254652,5.52445187,15.17407313,371.1107589
1768,2016,YH18,1103,5230,4.491178426,23.92196532,1916.929825,12.91038622,20.57539246,2.26858825,22.28318144,16.9761482,23.84079913,8.502910399,5.716722881,14.36053467,379.890275
1769,2017,YH18,1087,5317,4.695079718,29.81102465,2139.983255,11.23456289,29.38496889,2.771055477,22.33828636,17.17821231,26.39703747,7.239385597,5.605408085,18.73330392,389.5344405
1770,2011,YH19,555,2739,5.516565591,7.086048755,2330.401524,9.940366497,7.745383291,0.471837472,21.28903577,17.34297782,25.73307946,9.59259454,5.079192687,25.44499626,337.4226914
1771,2012,YH19,594,2828,5.867724291,7.282058537,1588.411994,9.691805133,12.79030302,0.520301685,21.24560612,17.87892222,24.93632985,9.299629617,5.23098559,27.47884243,344.1070957
1772,2013,YH19,678,2895,4.94169433,7.804974323,1659.844757,8.894387821,13.56979497,0.798767219,21.21759275,18.29829487,24.73714244,9.934824412,5.180387956,22.1908424,345.9694173
1773,2014,YH19,634,2940,5.20489128,10.50052312,1428.271334,10.34260323,31.99126979,1.712551114,21.21240454,18.62958274,25.03592355,9.463879765,5.585169031,22.39422702,355.8131172
1774,2016,YH19,673,3027,5.172159635,20.173852,1935.00564,11.23456289,28.1295507,3.149392328,21.12865378,19.07734496,25.56708996,8.392266169,5.676244773,21.58068855,367.5191387
1775,2017,YH19,716,3144,5.029684071,27.42322462,2255.745713,9.953050923,27.07934279,3.683054615,21.15608364,19.18660312,20.38821746,7.313383974,5.39289802,24.22468857,375.1014481
1776,2011,YH20,312,1558,4.546723991,11.5413469,1518.710917,9.76934969,12.61344418,1.21982628,20.71658843,17.92685815,22.74526841,9.241581778,4.61369445,32.66515015,376.3651663
1777,2013,YH20,354,1712,4.378146321,11.49103359,1508.261053,8.04650889,5.664209771,1.429449605,20.50066124,19.08824106,20.55420697,10.04900199,4.431542966,32.46176553,387.4060729
1778,2014,YH20,363,1801,4.397904961,12.29639011,1488.642493,10.04882166,40.17940015,1.467989856,20.36272336,19.52544474,21.25136288,10.08261926,4.593455396,36.73284248,394.7888478
1779,2016,YH20,391,1884,4.366792237,19.55603132,1403.866348,10.93882936,24.554529,2.030233992,20.27280227,20.18331502,22.97765371,8.314330635,4.755367826,29.41099629,392.1616442
1780,2011,YH21,1365,6252,5.415421294,8.605046138,1788.4146,12.42021679,23.81655095,0.699320031,25.55059035,13.22464185,29.01967162,8.712993102,5.787559569,12.63176543,331.9022381
1781,2012,YH21,1267,6179,5.613704858,8.67602466,1870.352048,13.98254244,24.3590559,0.966984793,25.64585171,13.59307059,27.6253598,8.25426374,5.423256601,15.78422698,352.7203331
1782,2013,YH21,1382,6233,4.888292675,11.02335535,2199.828097,13.91340115,9.520664372,1.280089393,25.74044251,13.86382154,25.53389206,8.275261915,5.311941805,17.71638084,352.6205659
1783,2014,YH21,1372,6385,5.063125723,12.87463731,2277.023965,13.00046845,24.30781788,1.871765692,25.7772358,14.08163528,28.72089052,8.178549166,5.403017547,16.19099622,351.9221953
1784,2016,YH21,1670,7053,4.975646476,30.06959773,1993.921077,14.09332035,14.32953503,3.215039073,25.90790341,14.36206471,27.6253598,8.674025335,5.534571397,13.95376544,379.9235308
1785,2017,YH21,1739,7147,5.165136086,39.52414006,2167.152312,13.3046976,30.25252206,3.817024908,25.91397239,14.51834766,28.35571361,7.561323964,5.585169031,10.59791926,380.156321
1786,2011,EM01,-1,1035,5.038011978,7.039763594,1754.292819,11.66978408,20.49475488,0.606610102,19.61786311,18.34011701,21.35095658,9.498607516,6.070906322,30.42791937,383.0495706
1787,2013,EM01,-1,995,4.369619541,6.811083053,2105.667848,8.442079917,19.75655928,0.692426572,19.58952615,19.68038765,26.92820388,9.771987603,6.121503957,34.90238093,384.4463118
1788,2012,EM01,-1,946,5.255306222,6.369576059,1718.111296,10.50076307,9.867839828,0.678329605,19.65125396,19.09133274,22.546081,9.147998565,6.010189161,32.76684246,381.1539933
1789,2014,EM02,-1,753,4.83562594,7.998827934,2024.437892,8.800405102,30.40257551,1.015068044,18.80701424,23.67700904,23.94039283,9.925435805,6.192340645,15.47915006,364.3265874
1790,2012,EM04,-1,998,5.886716452,9.525728877,2789.263481,12.53350047,28.4048192,0.762410044,19.89661271,19.24928346,20.55420697,9.044622934,5.220866063,9.784380798,366.7210009
1791,2017,EM05,-1,827,4.848364243,9.923341288,2307.431546,9.164428176,26.65309559,1.42647002,19.45200418,19.64626615,21.84892509,8.129486123,5.544690924,18.02145776,351.8556838
1792,2015,EM05,-1,790,4.407319768,10.86112572,2129.605179,11.45404694,9.61479469,1.252657387,19.66978477,19.34083356,24.83673614,8.65595479,5.220866063,19.34345777,323.7213253
1793,2011,EM05,-1,750,5.171909878,9.748468247,1929.421787,13.7016884,22.8363851,0.584107156,20.15673108,18.10331884,17.56639591,9.389073767,4.603574923,22.49591933,329.3415459
1794,2013,EM06,-1,2125,4.518528098,13.29934635,2030.359817,10.13468651,15.2046788,1.35985836,22.57553599,14.08514391,19.15989514,10.30491725,5.544690924,15.07238083,374.6026119
1795,2013,EM07,-1,932,4.099325925,3.889852838,2315.147471,8.851697692,4.485598904,0.39111705,18.22369922,22.50662819,22.4464873,10.98190649,5.736961935,19.44515008,382.2846885
1796,2013,EM08,-1,944,4.852487355,14.70088155,1858.416247,9.451333069,14.24986649,0.984202448,20.14460897,17.85101742,22.546081,10.60868412,5.36253944,10.59791926,307.4592671
1797,2012,EM09,-1,1018,5.235803051,10.50248386,1928.430175,12.46116928,34.19525654,0.503040361,20.03185562,18.47487665,15.77370928,9.600771714,4.836324041,26.97038089,384.4463118
1798,2015,EM10,-1,760,4.713364079,10.34955128,1837.222438,11.49240344,20.96034371,1.117588202,21.32938628,19.53319582,16.50406309,9.126899437,6.050667268,19.14007315,458.4403397
1799,2012,EM11,-1,1446,5.229874627,9.039705854,1378.158283,12.4090982,20.26154273,0.662879132,18.99079566,16.91664298,25.63348576,9.533032409,6.455448344,32.97022707,374.5028447
1800,2016,EM11,-1,1572,4.350108112,11.73680849,1471.35001,10.64309583,18.95959,1.220570164,18.69170858,17.79245111,23.21003901,10.42313293,6.870348947,29.71607321,416.9371726
1801,2012,EM12,-1,1010,4.452185977,6.242656873,1665.363889,11.295027,31.43829682,0.393502084,20.38068597,19.2318853,24.93632985,9.425921526,6.131623484,20.66545778,451.8224469
1802,2012,EM13,-1,1106,5.916224226,10.75020991,1731.973927,12.3395475,11.23518995,0.761419448,21.02532344,17.44757983,20.45461326,9.206349263,5.473854236,19.14007315,335.3275796
1803,2017,EM14,-1,3491,4.822587021,32.83626645,2520.529914,12.41749701,31.31810563,4.136998461,20.17953338,11.41167387,36.22361606,9.993679874,5.777440042,11.0046885,357.1100912
1804,2014,EM16,-1,1065,4.641673948,17.09139169,2416.153455,9.279314318,26.87047233,1.502415225,22.08713707,17.51268236,18.46273923,9.550800096,5.807798623,22.29253471,413.6448541
1805,2017,EM16,-1,1200,4.624948678,21.04684971,2663.152273,8.375805429,26.39610309,2.316369936,22.30723181,18.24681833,25.63348576,9.40744717,7.214412861,21.88576548,422.9232063
1806,2015,EM17,-1,860,4.107349542,5.58994389,1777.954265,9.759760818,18.8594551,0.658353821,20.62653527,20.61716318,19.69106155,8.724703623,7.943018797,19.95361162,458.9391758
1807,2017,EM17,-1,952,4.448958661,11.46742498,1700.037291,6.798559934,32.44619224,1.199995964,20.41204408,21.29926076,10.89361789,8.866845115,7.467401033,11.1063808,522.1250873
1808,2014,EM19,-1,909,3.995128119,5.241690795,1558.168934,10.83862171,24.1543783,0.756789633,19.19251521,22.77382324,17.1680211,9.980858873,6.708436517,12.02161158,373.7047069
1809,2017,EM19,-1,968,4.353585267,8.083135274,1584.940304,9.164428176,39.2804583,1.691462984,18.96740841,23.89821731,24.93632985,7.890631882,6.151862537,23.51284241,402.7369704
1810,2012,EM20,-1,674,5.750639344,15.49192515,1864.77694,9.478344445,27.3284581,1.107973179,23.08155595,13.67110083,14.27980375,9.093181214,5.301822278,19.54684239,359.3714817
1811,2012,EM21,-1,2542,5.412049248,14.44870585,2140.123536,15.73404795,24.22586592,1.02500698,22.4189373,15.37268035,20.65380067,9.732716977,4.745248299,38.35991941,391.2637391
1812,2013,EM22,-1,700,3.829653062,5.07318641,2132.780768,11.17837179,14.07539712,0.550980813,18.11099166,24.06961275,18.06436442,7.947872099,7.669791571,28.59745782,370.4123883
1813,2017,EM22,-1,630,4.499354647,6.130293335,2079.731955,8.770116802,42.18852889,0.952069662,17.13322132,26.20436853,20.65380067,6.696562582,8.246604604,17.51299622,412.9464835
1814,2015,EM23,-1,905,4.060060094,8.468634787,2375.525835,11.72467194,23.28024296,0.972856798,18.79877291,20.08564372,23.30963272,9.197162561,5.311941805,30.73299629,442.5440946
1815,2017,EM23,-1,1104,3.931028549,12.36980912,2438.870179,8.474383272,38.72896031,1.63822642,18.67134412,20.58434667,17.1680211,9.744831309,5.767320516,31.64822707,479.2916905
1816,2013,EM24,-1,464,4.342707288,8.379517548,1781.031847,9.317609619,22.17265059,0.664677965,20.01626581,19.77292341,19.75745735,9.474075995,7.214412861,27.78391935,342.6105873
1817,2011,EM26,-1,740,5.060397543,13.06125899,1625.125303,11.49353672,17.51249362,0.996574035,21.9828387,16.37399546,14.57858485,10.09029167,5.888754838,20.9705347,364.2268202
1818,2014,EM27,-1,508,4.312609571,7.365679987,1830.529288,8.042297607,32.49504522,0.932377882,19.55176981,20.65644744,15.47492817,9.356667929,6.931066108,9.784380798,373.9374971
1819,2012,EM28,-1,944,4.616446615,6.823630444,1605.102755,9.925292491,33.27734517,0.600150449,21.4300242,18.02418681,10.19646197,8.887439479,7.690030625,30.52961168,410.1862568
1820,2016,EM28,-1,904,4.06317985,12.08261382,2245.301242,8.868694646,29.9060525,1.542494875,21.04650122,20.05737767,9.43291026,9.400279524,9.40023067,15.58084237,450.6917516
1821,2016,EM29,-1,1023,4.540624667,12.22761024,2224.037505,11.7274521,26.15175532,1.650809167,18.71548132,20.36666629,26.59622488,8.378334688,5.483973763,16.69945776,379.2251602
1822,2013,EM29,-1,981,4.434787775,10.17835788,2583.119685,9.894734216,10.93253378,0.907945395,19.21167989,19.46424858,20.95258177,9.549992474,5.382778494,8.360688483,344.1736072
1823,2014,EM30,-1,4000,4.751245977,16.87056027,2216.873065,13.27318438,26.0195394,1.637374183,23.35705808,11.58418764,29.51764013,10.5589144,5.898874365,19.95361162,313.9773927
1824,2012,EM31,-1,1098,5.615692792,8.627485324,1766.607749,12.98680576,12.6472808,0.735834792,17.19244894,26.81284437,26.92820388,8.504525643,5.848276731,0.530380749,312.4476285
1825,2017,EM31,-1,1228,5.090815095,13.1039139,1596.671236,9.953050923,29.95724904,2.425203655,16.79548021,29.1666086,25.33470465,7.873268006,6.799512259,23.10607318,360.2028753
1826,2014,EM32,-1,984,4.329986573,7.877460529,2096.871692,9.822728548,16.00616224,0.913217255,20.497484,19.07394703,19.85705105,10.55073723,6.465567871,20.15699624,387.2397942
1827,2016,EM33,-1,1493,4.192682789,8.463573536,2020.570007,10.44594014,22.11535678,1.233009142,20.22039357,21.6617868,17.79878121,9.379988018,7.77098684,12.83515004,376.2653991
1828,2012,EM33,-1,1328,5.030134384,6.705302443,2042.084334,11.2759612,9.229099945,0.75783938,20.50386847,19.86591153,16.7696463,9.189994915,6.030428215,22.69930394,372.3412214
1829,2017,EM33,-1,1607,4.305644509,9.444662341,1767.036486,8.080071898,37.67039379,1.493951486,20.18363772,22.09298295,13.18427303,8.895515701,7.639432991,17.91976546,391.2304834
1830,2013,EM34,-1,1049,4.412516986,6.474617542,1988.91478,8.935357897,8.448035622,0.553933034,19.8295799,19.38242751,23.14364321,9.943405397,5.170268429,34.19053477,404.8653379
1831,2012,EM34,-1,941,5.179479543,6.242656873,1914.764816,10.7972215,20.17195389,0.393502084,19.91637631,19.01684133,17.86517702,9.369892741,5.190507483,36.12268863,392.5607131
1832,2015,EM34,-1,1084,4.299009161,8.468634787,2171.008556,11.26890333,12.0653867,0.972856798,19.72166259,19.99930795,19.89024895,8.798903905,5.787559569,35.61422709,400.6086029
1833,2017,EM34,-1,1247,4.260848281,12.36980912,2646.840367,8.178649742,33.7921665,1.63822642,19.683952,20.49098858,21.94851879,9.508097076,6.212579699,30.93638091,411.0841619
1834,2011,EM36,-1,1126,4.827971017,4.33176252,2618.55816,10.9351335,28.42055229,0.525820584,19.70482354,20.6945394,22.4464873,8.923176758,6.799512259,27.1737655,350.3259196
1835,2016,EM37,-1,1095,4.356307624,10.5026208,1524.054627,8.967272489,16.81231114,1.214152719,20.40908229,19.9563536,10.13006617,10.2357646,6.607241248,20.36038085,466.1889278
1836,2013,EM37,-1,882,3.824553726,5.608178637,1712.638195,7.847932947,11.52172138,0.673296448,20.59589292,19.15005275,14.08061635,10.03214288,5.888754838,18.63161161,445.0050196
1837,2015,EM38,-1,1128,4.235152616,9.834514871,2156.952971,12.39867101,14.16663347,1.259493698,18.79958881,21.05702587,20.72019647,8.998588473,5.868515784,35.20745785,384.7788692
1838,2017,EM39,-1,982,5.495229919,19.99390453,1997.368677,10.44594014,29.82400693,3.155989788,18.07870989,14.9732856,25.13551725,8.57196209,6.425089764,20.76715009,362.6638002
1839,2015,EM39,-1,913,5.172309224,17.99069009,1843.994849,14.43189618,9.371381081,2.151755444,18.28249015,14.85294062,21.58334188,8.797288661,5.908993892,15.07238083,346.401742
1840,2014,EE01,-1,2967,4.563131998,18.22368782,1912.350626,9.450667695,9.757425923,1.329258284,25.45825212,12.04706277,27.8245472,10.00316943,6.72867557,14.25884236,368.516811
1841,2012,EE01,-1,2742,4.9277415,12.9456462,1840.245361,13.21291452,14.91669931,0.833670113,25.1688865,11.84255449,27.8245472,10.44150634,6.374492129,21.68238086,375.0349366
1842,2013,EE01,-1,2841,4.42410735,14.24784459,1986.653386,13.2001054,19.83838916,0.888477549,25.30974789,11.96439389,24.73714244,10.46987406,6.334014021,13.95376544,390.8314144
1843,2015,EE02,-1,1775,4.425466622,17.65104656,2360.67865,8.342836501,17.5117801,1.66766258,22.33125117,17.07578535,17.73238541,8.445367323,8.337680346,11.1063808,433.7645785
1844,2013,EE02,-1,1641,4.56715048,10.94819763,1898.283805,9.966739615,-4.21903774,0.790102144,22.28158604,16.61567654,15.67411558,9.650137616,6.688197463,5.716688469,420.9943732
1845,2012,EE02,-1,1652,5.23280509,10.39726981,1919.427269,9.711117255,19.21157484,0.509453847,22.18014306,16.21387213,17.2676148,9.263286622,6.931066108,3.682842304,414.4762476
1846,2015,EE03,-1,2366,4.591793537,20.74551104,2310.307567,7.638731382,14.56855693,1.989716914,24.06705644,14.28867439,20.58740487,8.598512667,6.627480301,25.75007319,377.0967926
1847,2013,EE03,-1,2260,4.612251166,12.28938166,2207.209135,9.565327304,6.669041407,1.421024173,23.77580427,14.03033144,19.45867625,9.949260658,5.97983058,21.47899624,373.172615
1848,2011,EE04,-1,954,4.816528068,9.223227385,1604.788094,9.229241759,18.25649035,0.434035024,20.24026498,15.24377897,21.05217547,10.97453693,8.19600697,14.66561159,426.5148265
1849,2013,EE05,-1,842,4.165463681,8.098010418,2070.714541,8.802300893,14.00873112,0.73353227,19.79464235,23.35679162,24.73714244,9.977527432,7.811464948,26.56361166,364.5926333
1850,2011,EE05,-1,839,5.063423208,8.297163528,1912.809216,10.51664703,34.83299305,0.654197424,20.26984435,21.40149316,19.95664475,9.270454268,6.920946581,23.20776548,361.0675246
1851,2016,EE07,-1,935,4.792765815,14.42596454,2121.92604,9.164428176,24.98877608,1.215016052,18.61850024,24.52857228,22.77846631,10.50611611,9.612740735,20.46207316,404.9651052
1852,2013,EE07,-1,789,4.691740541,7.139212861,2046.174785,7.449254867,0.458037899,0.734692473,18.70239405,23.50178767,17.2676148,9.95885117,7.831704002,19.750227,422.4908817
1853,2017,EE09,-1,1174,4.381964123,27.24282719,1702.416084,7.981494055,21.81931373,2.10443683,23.80327543,15.15221256,22.94445581,10.25292657,10.48302005,9.886073106,432.9664407
1854,2013,EE09,-1,908,4.151054037,15.81920673,2081.414866,7.233185364,-0.693464316,1.166719432,23.17678658,15.2959611,16.86924,10.32298779,7.44716198,18.83499623,395.7532644
1855,2012,EE09,-1,856,4.782044505,14.80580136,2075.748885,6.308066277,16.94263285,0.874012535,22.92257489,15.07315407,26.03186057,9.978536959,7.335847184,16.80115007,336.2587404
1856,2016,EE09,-1,1058,4.189821322,23.69297214,1481.567201,7.784338368,40.58249901,2.026437209,23.57007227,15.1749727,13.48305413,9.9855027,9.744294584,7.3437654,393.6914083
1857,2013,EE10,-1,964,4.775246715,5.343408593,2154.36281,8.071060668,18.45644367,0.453370691,22.4587209,17.11976471,21.15176918,10.34671169,11.09019166,31.24145783,450.7915188
1858,2016,EE10,-1,1007,5.055010256,17.74785441,2333.155126,8.375805429,24.2564894,1.018943005,22.90099571,17.73058533,12.98508563,10.0714135,14.58142844,23.61453472,492.9598008
1859,2012,EE13,-1,1652,5.138283007,5.851486393,1802.054358,6.241855526,14.14961734,0.477430066,20.98627496,17.00772258,17.86517702,9.37130608,6.56676314,17.10622699,445.6701344
1860,2017,EE13,-1,1751,4.324732767,14.45423091,2008.499431,7.981494055,42.19198822,1.343653182,20.21695545,19.38681067,17.2676148,9.583407839,8.459114669,21.27561163,473.9707716
1861,2016,EE13,-1,1601,4.15119553,12.13597869,1937.558206,8.178649742,21.07048245,1.355519544,20.44620098,19.07646648,18.49593713,9.747456081,7.912660217,20.76715009,464.1603275
1862,2014,EE13,-1,1637,4.429708475,7.667226884,1869.291577,6.627888901,21.3972382,0.978038483,20.76204914,18.22923976,12.28792971,9.561400136,6.941185635,21.78407317,447.8650135
1863,2013,EE14,-1,1202,4.570019035,5.842580481,2132.755691,7.657423183,18.07065661,0.684448871,21.96371696,16.29347192,16.27167779,9.403207154,8.479353723,30.22453475,447.665479
1864,2013,EE15,-1,847,4.60607434,4.381287509,2423.992367,7.182342714,-4.767831118,0.551860373,21.42423897,18.25804472,20.15583216,9.747456081,7.335847184,25.13991934,421.6927438
1865,2011,EE16,-1,750,5.786046886,6.427574203,1561.14508,12.04841814,15.5151494,0.72907539,16.29021666,28.62599316,22.84486211,8.018337129,8.074572647,19.95361162,312.8134417
1866,2015,EE17,-1,1582,3.836039597,10.70430627,2050.739838,6.49617719,9.319069696,0.957843866,23.91448057,16.36176639,17.86517702,9.05946299,12.06166624,10.90299619,558.240824
1867,2011,EE19,-1,1096,5.185415172,9.746849207,2012.985212,9.731331789,19.47786358,0.476632277,20.40130173,18.08017318,22.74526841,11.08316211,9.420469724,18.83499623,494.1902633
1868,2013,EE20,-1,475,5.04249747,8.098010418,2209.601721,7.729993055,12.76863848,0.73353227,20.02733062,17.54032016,17.0684274,9.515062817,6.789392732,28.69915013,323.4885351
1869,2016,EE20,-1,481,4.568347799,16.37704146,1980.907424,9.460161706,32.63872258,1.651434742,21.60008892,18.03623493,21.58334188,9.477306483,8.074572647,30.42791937,365.157981
1870,2016,EE21,-1,825,4.948759342,20.78446991,2511.103004,11.33314073,25.40000357,1.851239284,17.87147187,12.56016465,25.33470465,10.06878873,13.72126865,14.86899621,490.3325971
1871,2012,EE21,-1,677,5.392662581,9.538176191,2635.008707,12.99673928,16.83334345,0.68456447,16.49877595,12.18950937,18.96070774,9.551809623,9.622860262,13.34361159,492.8600336
1872,2012,EE22,-1,1477,5.318504895,6.962432435,1982.701441,7.948069502,25.0514826,0.472391828,21.51564354,17.46202265,20.25542586,9.420268171,6.364372602,23.51284241,425.1845968
1873,2017,EE22,-1,1688,4.609069021,17.17499897,2098.541457,8.868694646,33.09724796,2.000408537,20.97859955,19.61205857,12.78589822,9.76603139,8.621027099,31.74991938,456.1789492
1874,2016,EE23,-1,1195,4.55503441,11.63509505,1531.120125,9.657317393,26.14407074,1.64125242,18.70478663,26.33364243,14.08061635,9.574120184,8.276963185,30.8346886,439.0854973
1875,2011,EE25,-1,1022,6.10401346,13.51908183,1683.43748,12.81127507,13.13783451,1.258037613,19.22867611,23.74128512,21.25136288,8.329675455,6.081025849,19.6485347,316.8373866
1876,2017,EE26,-1,1087,5.506534556,32.28771817,1320.348324,13.00896407,40.91995037,3.565089595,19.54095611,23.64182932,27.6253598,8.95649117,7.02214185,18.12315007,324.6192304
1877,2014,EE26,-1,1048,5.00585227,20.55915827,1251.875933,10.34774981,15.87158757,1.787243012,19.56232985,22.71039023,23.54201802,9.268637119,5.919113419,27.78391935,319.8969149
1878,2016,EE26,-1,968,5.2075251,27.64769537,1394.755811,12.61465269,20.94503169,2.614899961,19.56566717,23.36591591,20.05623846,9.641960442,6.495926452,33.58038092,329.6075918
1879,2012,EE26,-1,918,5.918852451,13.60044406,1607.412609,10.5217729,15.35066278,1.233286455,19.95359783,21.80623709,28.82048422,8.25608089,5.97983058,22.90268856,306.3950833
1880,2013,EE26,-1,996,5.209192731,15.39512152,1336.414578,11.11250109,8.039175598,1.169809228,19.7610993,22.29304143,19.35908254,9.338092621,6.050667268,25.8517655,321.5264463
1881,2014,EE29,-1,1148,4.979499252,23.1673559,2072.563172,10.38378001,20.0027576,2.226275427,18.40380089,14.73866517,27.52576609,9.621265125,7.18405428,22.59761163,349.760572
1882,2017,EE29,-1,1321,5.297917094,36.20668789,1749.009172,12.71323054,28.17010009,4.302379407,18.34360882,14.71491735,25.43429836,9.337083093,7.467401033,19.24176546,390.4656013
1883,2012,EE30,-1,1700,5.180326553,11.70628627,1582.717975,7.35505953,20.90336416,0.927163618,23.89162774,13.09584464,20.95258177,10.48844937,6.263177333,22.69930394,411.0841619
1884,2012,EE31,-1,1086,4.867069373,5.197447272,1610.415024,8.253717072,25.4064786,0.427688426,20.04674702,22.20774986,10.69443048,8.646566183,6.667958409,17.30961161,400.7083701
1885,2016,EE31,-1,1220,4.182379438,10.48177567,1457.038302,9.361583863,10.63972493,1.492450687,19.84912892,23.6642269,14.37939745,9.49032939,7.791225894,16.19099622,419.6973993
1886,2016,EE32,-1,1338,5.209579494,14.63522697,2342.042461,10.84025151,19.17400798,1.579942826,18.81614827,25.02220734,21.18496708,9.414211005,7.1536957,23.51284241,372.5075001
1887,2017,EE33,-1,1333,4.927001346,18.19062194,1872.980943,9.854473079,40.48772476,2.171854533,18.91679217,24.31999422,22.04811249,8.769425698,8.954971487,17.91976546,355.9793959
1888,2013,EE34,-1,2788,4.601028174,7.036908814,1815.024196,7.547523997,21.65072935,0.527812446,21.49687552,16.57766473,19.35908254,9.619347023,6.900707527,19.85191931,473.6049584
1889,2012,EE34,-1,2605,5.29023752,6.210460091,1840.090085,7.084484002,16.95337987,0.443316175,21.53376061,16.2114052,19.95664475,9.311743949,7.02214185,22.39422702,445.0382753
1890,2013,EE35,-1,1774,4.402313237,13.98590857,2283.508118,8.317438291,7.193081662,1.292269265,20.30748672,16.68661242,20.45461326,9.949664469,7.092978538,20.05530393,400.076511
1891,2011,EE36,-1,1694,5.289338877,14.92121554,2341.254292,12.60180685,15.19137287,1.219850485,21.02807055,17.60243464,23.64161172,10.19205206,6.809631785,2.157457681,392.0618769
1892,2013,EE36,-1,1660,4.497579902,14.96130823,2194.155965,9.660325459,6.847164546,1.379723525,21.03878748,18.43720199,24.13958023,9.968946447,7.204293334,3.276073071,400.0432552
1893,2014,EE38,-1,909,5.145427925,16.11099153,2661.521617,6.956225066,29.14926068,1.349497003,22.21298879,14.94833361,19.35908254,9.383420412,7.285249549,27.0720732,404.732315
